"701","Barrett Fragrances","Love At First Touch Inspired by Love Don't Be Shy","Extrait de Parfum","Exact bottle/product image + direct image URL","https://barrettfragrances.com/products/love-at-first-touch","FACTORY_REBUILD_FROM_CANONICAL_TRUTH",""
"702","Barrett Fragrances","Lucky Millionaire inspired by One Million Lucky","Extrait de Parfum","Exact bottle/product image + direct image URL","https://barrettfragrances.com/products/lucky-millionaire-inspired-by-one-million-lucky","FACTORY_REBUILD_FROM_CANONICAL_TRUTH",""
"703","Barrett Fragrances","Lumina Inspired by New York Nights","Extrait de Parfum","Exact bottle/product image + direct image URL","https://barrettfragrances.com/products/lumina-inspired-by-sedley","FACTORY_REBUILD_FROM_CANONICAL_TRUTH",""
"704","Barrett Fragrances","Lychee Luminosity inspired by Eden Sparkling Lychee 39","Extrait de Parfum","Exact bottle/product image + direct image URL","https://barrettfragrances.com/products/lychee-luminosity-inspired-by-eden-sparkling-lychee-39","FACTORY_REBUILD_FROM_CANONICAL_TRUTH",""
"705","Barrett Fragrances","Magical Moments inspired by La Vie Est Belle","Extrait de Parfum","Exact bottle/product image + direct image URL","https://barrettfragrances.com/products/magical-moments-inspired-by-la-vie-est-belle","FACTORY_REBUILD_FROM_CANONICAL_TRUTH",""
"706","Barrett Fragrances","Marquis De Lafayette inspired by Lafayette Street","Extrait de Parfum","Exact bottle/product image + direct image URL","https://barrettfragrances.com/products/marquis-de-lafayette-inspired-by-lafayette-street","FACTORY_REBUILD_FROM_CANONICAL_TRUTH",""
"707","Barrett Fragrances","Master of Disguise inspired by Fantomas","Extrait de Parfum","Exact bottle/product image + direct image URL","https://barrettfragrances.com/products/master-of-disguise-inspired-by-fantomas","FACTORY_REBUILD_FROM_CANONICAL_TRUTH",""
"708","Barrett Fragrances","Mi Amore inspired by Lovers","Extrait de Parfum","Exact bottle/product image + direct image URL","https://barrettfragrances.com/products/mi-amore-inspired-by","FACTORY_REBUILD_FROM_CANONICAL_TRUTH",""
"709","Barrett Fragrances","Mi Promesa inspired by Valaya","Extrait de Parfum","Exact bottle/product image + direct image URL","https://barrettfragrances.com/products/mi-promesa-inspired-by-valaya","FACTORY_REBUILD_FROM_CANONICAL_TRUTH",""
"710","Barrett Fragrances","Millennium Inspired by Milisime Imperial","Extrait de Parfum","Exact bottle/product image + direct image URL","https://barrettfragrances.com/products/millennium","FACTORY_REBUILD_FROM_CANONICAL_TRUTH",""
