"#","Brand","Exact bottle / product","Product type","What we need","Existing product/source page","Current inactive reason","Image URL / result"
"682","Barrett Fragrances","Isle Of Palms inspired by Mandarino Di Amalfi","Extrait de Parfum","Exact bottle/product image + direct image URL","https://barrettfragrances.com/products/isle-of-palm-inspired-by-mandarino-di-amalfi","FACTORY_REBUILD_FROM_CANONICAL_TRUTH",""
"683","Barrett Fragrances","Ivory Ember inspired by Santal Blanc","Extrait de Parfum","Exact bottle/product image + direct image URL","https://barrettfragrances.com/products/ivory-ember-inspired-by-santal-blanc","FACTORY_REBUILD_FROM_CANONICAL_TRUTH",""
"684","Barrett Fragrances","Jarions Photo inspired by Photo","Extrait de Parfum","Exact bottle/product image + direct image URL","https://barrettfragrances.com/products/jarions-photo-inspired-by-photo","FACTORY_REBUILD_FROM_CANONICAL_TRUTH",""
"685","Barrett Fragrances","Jungle Majesty inspired by Tygar","Extrait de Parfum","Exact bottle/product image + direct image URL","https://barrettfragrances.com/products/jungle-majesty-inspired-by-tygar","FACTORY_REBUILD_FROM_CANONICAL_TRUTH",""
"686","Barrett Fragrances","Kaspa inspired by Rhapsody","Fragrance","Exact bottle/product image + direct image URL","https://barrettfragrances.com/products/kaspa-inspired-by-rhapsody","FACTORY_REBUILD_FROM_CANONICAL_TRUTH",""
"687","Barrett Fragrances","King Arthur inspired by Percival","Extrait de Parfum","Exact bottle/product image + direct image URL","https://barrettfragrances.com/products/king-arthur-inspired-by-percival","FACTORY_REBUILD_FROM_CANONICAL_TRUTH",""
"688","Barrett Fragrances","Lapis Equus Exclusif inspired by Layton Exclusif","Extrait de Parfum","Exact bottle/product image + direct image URL","https://barrettfragrances.com/products/lapis-equus-exclusif-inspired-by-layton-exclusif","FACTORY_REBUILD_FROM_CANONICAL_TRUTH",""
"689","Barrett Fragrances","Lapis Equus Inspired by Layton","Extrait de Parfum","Exact bottle/product image + direct image URL","https://barrettfragrances.com/products/lapis-equus","FACTORY_REBUILD_FROM_CANONICAL_TRUTH",""
"690","Barrett Fragrances","Larmes Innocents inspired by Cry Baby Milk","Extrait de Parfum","Exact bottle/product image + direct image URL","https://barrettfragrances.com/products/larmes-innocents-inspired-by-cry-baby-milk","FACTORY_REBUILD_FROM_CANONICAL_TRUTH",""
"691","Barrett Fragrances","Legend Guy inspired by Epic Man","Extrait de Parfum","Exact bottle/product image + direct image URL","https://barrettfragrances.com/products/legend-guy-inspired-by-epic-man","FACTORY_REBUILD_FROM_CANONICAL_TRUTH",""
"692","Barrett Fragrances","Lemon Heaven inspired by Allure Homme Edition Blanche","Extrait de Parfum","Exact bottle/product image + direct image URL","https://barrettfragrances.com/products/lemon-heaven-inspired-by-allure-homme-edition-blanche","FACTORY_REBUILD_FROM_CANONICAL_TRUTH",""
"693","Barrett Fragrances","Lever Du Soleil inspired by Soleil Blanc","Extrait de Parfum","Exact bottle/product image + direct image URL","https://barrettfragrances.com/products/lever-du-soleil-inspired-by-soleil-blanc","FACTORY_REBUILD_FROM_CANONICAL_TRUTH",""
"694","Barrett Fragrances","Lexclusif Blue isnpired by Bleu de Chanel L'Exclusif","Extrait de Parfum","Exact bottle/product image + direct image URL","https://barrettfragrances.com/products/lexclusif-blue-isnpired-by-bleu-de-chanel-lexclusif","FACTORY_REBUILD_FROM_CANONICAL_TRUTH",""
"695","Barrett Fragrances","Like A Boss inspired by Office","Extrait de Parfum","Exact bottle/product image + direct image URL","https://barrettfragrances.com/products/like-a-boss-inspired-by-office-for-men","FACTORY_REBUILD_FROM_CANONICAL_TRUTH",""
"696","Barrett Fragrances","Little Blue inspired by Bleu De Chanel","Extrait de Parfum","Exact bottle/product image + direct image URL","https://barrettfragrances.com/products/little-blue-inspired-by-bdc-2010","FACTORY_REBUILD_FROM_CANONICAL_TRUTH",""
"697","Barrett Fragrances","Lone Drifter inspired by Gentle Fluidity Gold","Extrait de Parfum","Exact bottle/product image + direct image URL","https://barrettfragrances.com/products/lone-drifter-inspired-by-gentle-fluidity-gold","FACTORY_REBUILD_FROM_CANONICAL_TRUTH",""
"698","Barrett Fragrances","Lone Ranger inspired by Gentle Fluidity Silver","Parfum","Exact bottle/product image + direct image URL","https://barrettfragrances.com/products/lone-ranger","FACTORY_REBUILD_FROM_CANONICAL_TRUTH",""
"699","Barrett Fragrances","Longboat inspired by Viking","Extrait de Parfum","Exact bottle/product image + direct image URL","https://barrettfragrances.com/products/longboat-inspired-by-viking","FACTORY_REBUILD_FROM_CANONICAL_TRUTH",""
"700","Barrett Fragrances","Longing For Home inspired by Missing Person","Extrait de Parfum","Exact bottle/product image + direct image URL","https://barrettfragrances.com/products/longing-for-home-inspired-by-missing-person","FACTORY_REBUILD_FROM_CANONICAL_TRUTH",""
