"#","Brand","Exact bottle / product","Product type","What we need","Existing product/source page","Current inactive reason","Image URL / result"
"568","Armaf","THE WARRIOR MAN","Body Mist","Exact bottle/product image + direct image URL","https://armaf.com/products/the-warrior-with-pouch","FACTORY_REBUILD_FROM_CANONICAL_TRUTH",""
"569","Armaf","Tres Nuit","Eau de Toilette","Exact bottle/product image + direct image URL","https://armaf.com/products/tres-nuit","FACTORY_REBUILD_FROM_CANONICAL_TRUTH",""
"570","Armaf","YUM YUM BODY LOTION","Body Mist","Exact bottle/product image + direct image URL","https://armaf.com/products/yum-yum-body-lotion","FACTORY_REBUILD_FROM_CANONICAL_TRUTH",""
"571","Barrett Fragrances","#BM440 inspired by Terrible Teddy","Extrait de Parfum","Exact bottle/product image + direct image URL","https://barrettfragrances.com/products/bm440-inspired-by-terrible-teddy","FACTORY_REBUILD_FROM_CANONICAL_TRUTH",""
"572","Barrett Fragrances","50 Cal Inspired by Tobacco Vanille","Extrait de Parfum","Exact bottle/product image + direct image URL","https://barrettfragrances.com/products/50-cal","FACTORY_REBUILD_FROM_CANONICAL_TRUTH",""
"573","Barrett Fragrances","Adverse Reaction inspired by Side Effect","Extrait de Parfum","Exact bottle/product image + direct image URL","https://barrettfragrances.com/products/adverse-reaction-inspired-by-side-effect","FACTORY_REBUILD_FROM_CANONICAL_TRUTH",""
"574","Barrett Fragrances","Afterlife inspired by Straight to Heaven","Extrait de Parfum","Exact bottle/product image + direct image URL","https://barrettfragrances.com/products/afterlife-inspired-by-straight-to-heaven","FACTORY_REBUILD_FROM_CANONICAL_TRUTH",""
"575","Barrett Fragrances","Alexir II inspired by Alexandria II","Extrait de Parfum","Exact bottle/product image + direct image URL","https://barrettfragrances.com/products/alexir-ii-isnpired-by-alexandria-ii","FACTORY_REBUILD_FROM_CANONICAL_TRUTH",""
"576","Barrett Fragrances","Alter Aura inspired by J'adoube","Extrait de Parfum","Exact bottle/product image + direct image URL","https://barrettfragrances.com/products/alter-aura-inspired-by-jadoube","FACTORY_REBUILD_FROM_CANONICAL_TRUTH",""
"577","Barrett Fragrances","Amazing Orange inspired by Taormina Orange","Extrait de Parfum","Exact bottle/product image + direct image URL","https://barrettfragrances.com/products/amazing-orange-inspired-by-taormina-orange","FACTORY_REBUILD_FROM_CANONICAL_TRUTH",""
"578","Barrett Fragrances","Amber Nightfall inspired by Ambre Nuit","Extrait de Parfum","Exact bottle/product image + direct image URL","https://barrettfragrances.com/products/amber-nightfall-inspired-by-ambre-nuit","FACTORY_REBUILD_FROM_CANONICAL_TRUTH",""
"579","Barrett Fragrances","Apple Brandy Straight inspired by Apple Brandy On The Rocks","Extrait de Parfum","Exact bottle/product image + direct image URL","https://barrettfragrances.com/products/apple-brandy-straight-inspired-by-apple-brandy-on-the-rocks","FACTORY_REBUILD_FROM_CANONICAL_TRUTH",""
"580","Barrett Fragrances","Argant Veil Inspired by Bois d'Argent","Extrait de Parfum","Exact bottle/product image + direct image URL","https://barrettfragrances.com/products/argant-veil-inspired-by-bois-dargent","FACTORY_REBUILD_FROM_CANONICAL_TRUTH",""
"581","Barrett Fragrances","Ascot inspired by Erolfa","Extrait de Parfum","Exact bottle/product image + direct image URL","https://barrettfragrances.com/products/ascot-inspired-by-erolfa","FACTORY_REBUILD_FROM_CANONICAL_TRUTH",""
"582","Barrett Fragrances","Athena's Wisdom inspired by Guidance","Extrait de Parfum","Exact bottle/product image + direct image URL","https://barrettfragrances.com/products/athenas-wisdom-inspired-by-guidance","FACTORY_REBUILD_FROM_CANONICAL_TRUTH",""
"583","Barrett Fragrances","Athenas Gamble inspired by Guidance & Baccarat Rouge 540","Extrait de Parfum","Exact bottle/product image + direct image URL","https://barrettfragrances.com/products/athenas-gamble-inspired-by-guidance-baccarat-rouge-540","FACTORY_REBUILD_FROM_CANONICAL_TRUTH",""
"584","Barrett Fragrances","Athenas Wisdom 46 inspired by Guidance 46","Extrait de Parfum","Exact bottle/product image + direct image URL","https://barrettfragrances.com/products/athenas-wisdom-46-inspired-by-guidance-46","FACTORY_REBUILD_FROM_CANONICAL_TRUTH",""
"585","Barrett Fragrances","Atlantic Lichen inspired by Pacific Rock Moss","Extrait de Parfum","Exact bottle/product image + direct image URL","https://barrettfragrances.com/products/atlantic-lichen-inspired-by-pacific-rock-moss","FACTORY_REBUILD_FROM_CANONICAL_TRUTH",""
"586","Barrett Fragrances","Australian Santal Inspired by Santal 33","Extrait de Parfum","Exact bottle/product image + direct image URL","https://barrettfragrances.com/products/australian-santal-inspired-by-santal-33","FACTORY_REBUILD_FROM_CANONICAL_TRUTH",""
"587","Barrett Fragrances","Avant Garde inspired by Andy Warhol","Extrait de Parfum","Exact bottle/product image + direct image URL","https://barrettfragrances.com/products/avant-garde-inspired-by-andy-warhol","FACTORY_REBUILD_FROM_CANONICAL_TRUTH",""
"588","Barrett Fragrances","Azure Shore inspired by On The Beach","Extrait de Parfum","Exact bottle/product image + direct image URL","https://barrettfragrances.com/products/azure-shore-inspired-by-on-the-beach","FACTORY_REBUILD_FROM_CANONICAL_TRUTH",""
"589","Barrett Fragrances","Beach Bum inspired by Beach Hut Man","Extrait de Parfum","Exact bottle/product image + direct image URL","https://barrettfragrances.com/products/beach-bum-inspired-by-beach-hut-man","FACTORY_REBUILD_FROM_CANONICAL_TRUTH",""
"590","Barrett Fragrances","Beautiful Spartan inspired by Le Beau","Extrait de Parfum","Exact bottle/product image + direct image URL","https://barrettfragrances.com/products/beautiful-spartan-inspired-by-le-male-le-beau","FACTORY_REBUILD_FROM_CANONICAL_TRUTH",""
"591","Barrett Fragrances","Bebecita inspired by Oriana","Extrait de Parfum","Exact bottle/product image + direct image URL","https://barrettfragrances.com/products/bebecita-inspired-by-oriana","FACTORY_REBUILD_FROM_CANONICAL_TRUTH",""
"592","Barrett Fragrances","Begbe Inspired by Carlisle","Extrait de Parfum","Exact bottle/product image + direct image URL","https://barrettfragrances.com/products/begbe-inspired-by-carlisle","FACTORY_REBUILD_FROM_CANONICAL_TRUTH",""
"593","Barrett Fragrances","Bellerophon inspired by Delphinus","Extrait de Parfum","Exact bottle/product image + direct image URL","https://barrettfragrances.com/products/bellarophon-inspired-by-delphinus","FACTORY_REBUILD_FROM_CANONICAL_TRUTH",""
"594","Barrett Fragrances","Bellycat inspired by Babycat","Extrait de Parfum","Exact bottle/product image + direct image URL","https://barrettfragrances.com/products/bellycat-inspired-by-babycat","FACTORY_REBUILD_FROM_CANONICAL_TRUTH",""
"595","Barrett Fragrances","Bergamotto de Italia Inspired by Bergamote 22","Extrait de Parfum","Exact bottle/product image + direct image URL","https://barrettfragrances.com/products/bergamotto-de-italia","FACTORY_REBUILD_FROM_CANONICAL_TRUTH",""
"596","Barrett Fragrances","Big Blue Inspired by Bleu De Chanel","Parfum","Exact bottle/product image + direct image URL","https://barrettfragrances.com/products/big-blue","FACTORY_REBUILD_FROM_CANONICAL_TRUTH",""
"597","Barrett Fragrances","Biscuit inspired by Ginger Biscuit","Extrait de Parfum","Exact bottle/product image + direct image URL","https://barrettfragrances.com/products/biscuit-inspired-by-ginger-biscuit","FACTORY_REBUILD_FROM_CANONICAL_TRUTH",""
"598","Barrett Fragrances","Blanche Romance inspired by Candy Rock Sugar 42","Extrait de Parfum","Exact bottle/product image + direct image URL","https://barrettfragrances.com/products/blanche-romance-inspired-by-candy-rock-sugar-42","FACTORY_REBUILD_FROM_CANONICAL_TRUTH",""
"599","Barrett Fragrances","Blissful Spartan inspired by Le Beau Paradise Garden","Extrait de Parfum","Exact bottle/product image + direct image URL","https://barrettfragrances.com/products/blissful-spartan-inspired-by-le-beau-paradise-garden","FACTORY_REBUILD_FROM_CANONICAL_TRUTH",""
"600","Barrett Fragrances","Bloodmoon inspired by Blue Moon Ginger Dash","Extrait de Parfum","Exact bottle/product image + direct image URL","https://barrettfragrances.com/products/bloodmoon-inspired-by-blue-moon-ginger-dash","FACTORY_REBUILD_FROM_CANONICAL_TRUTH",""
"601","Barrett Fragrances","Blue Horizon inspired by Sailing Day","Extrait de Parfum","Exact bottle/product image + direct image URL","https://barrettfragrances.com/products/blue-horizon-inspired-by-sailing-day","FACTORY_REBUILD_FROM_CANONICAL_TRUTH",""
"602","Barrett Fragrances","Bohemia Street Inspired by Bleeker Street","Extrait de Parfum","Exact bottle/product image + direct image URL","https://barrettfragrances.com/products/bohemia-street","FACTORY_REBUILD_FROM_CANONICAL_TRUTH",""
"603","Barrett Fragrances","Bowline inspired by 40 Knots","Extrait de Parfum","Exact bottle/product image + direct image URL","https://barrettfragrances.com/products/bowline-inspired-by-40-knotts","FACTORY_REBUILD_FROM_CANONICAL_TRUTH",""
"604","Barrett Fragrances","Bowtie inspired by Black Tie","Extrait de Parfum","Exact bottle/product image + direct image URL","https://barrettfragrances.com/products/bowtie-inspired-by-black-tie","FACTORY_REBUILD_FROM_CANONICAL_TRUTH",""
"605","Barrett Fragrances","Brise Africaine Absolu inspired by Bal d'Afrique Absolu","Extrait de Parfum","Exact bottle/product image + direct image URL","https://barrettfragrances.com/products/brise-africaine-absolu-inspired-by-bal-dafrique-absolu","FACTORY_REBUILD_FROM_CANONICAL_TRUTH",""
"606","Barrett Fragrances","Brise Africaine Inspired by Bal D' Afrique","Extrait de Parfum","Exact bottle/product image + direct image URL","https://barrettfragrances.com/products/brise-africaine","FACTORY_REBUILD_FROM_CANONICAL_TRUTH",""
"607","Barrett Fragrances","Burst Of Rose inspired by Atomic Rose","Extrait de Parfum","Exact bottle/product image + direct image URL","https://barrettfragrances.com/products/burst-of-rose-inspired-by-atomic-rose","FACTORY_REBUILD_FROM_CANONICAL_TRUTH",""
"608","Barrett Fragrances","Butterfly inspired by Route du The","Extrait de Parfum","Exact bottle/product image + direct image URL","https://barrettfragrances.com/products/butterfly-inspired-by-route-du-the","FACTORY_REBUILD_FROM_CANONICAL_TRUTH",""
"609","Barrett Fragrances","Byzantine Inspired By Hacivat","Extrait de Parfum","Exact bottle/product image + direct image URL","https://barrettfragrances.com/products/byzantine-inspired-by-hacivat","FACTORY_REBUILD_FROM_CANONICAL_TRUTH",""
"610","Barrett Fragrances","Cabo Coast Inspired by Virgin Island Water","Extrait de Parfum","Exact bottle/product image + direct image URL","https://barrettfragrances.com/products/cabo-coast","FACTORY_REBUILD_FROM_CANONICAL_TRUTH",""
"611","Barrett Fragrances","Cacti Bouquet inspired by Cactus Garden","Extrait de Parfum","Exact bottle/product image + direct image URL","https://barrettfragrances.com/products/cacti-bouquet-inspired-by-cactus-garden","FACTORY_REBUILD_FROM_CANONICAL_TRUTH",""
"612","Barrett Fragrances","Caffe Fiore inspired by Café Rose","Extrait de Parfum","Exact bottle/product image + direct image URL","https://barrettfragrances.com/products/caffe-fiore-inspired-by-cafe-rose","FACTORY_REBUILD_FROM_CANONICAL_TRUTH",""
"613","Barrett Fragrances","Caliente inspired by Smoking Hot","Extrait de Parfum","Exact bottle/product image + direct image URL","https://barrettfragrances.com/products/caliente-inspired-by-smoking-hot","FACTORY_REBUILD_FROM_CANONICAL_TRUTH",""
"614","Barrett Fragrances","Captivation inspired by l'immensite","Extrait de Parfum","Exact bottle/product image + direct image URL","https://barrettfragrances.com/products/captivation-inspired-by-limmensite","FACTORY_REBUILD_FROM_CANONICAL_TRUTH",""
"615","Barrett Fragrances","Caramel Duet inspired by Cant Get Enough","Extrait de Parfum","Exact bottle/product image + direct image URL","https://barrettfragrances.com/products/caramel-duet-inspired-by-cant-get-enough","FACTORY_REBUILD_FROM_CANONICAL_TRUTH",""
"616","Barrett Fragrances","Celestial","Extrait de Parfum","Exact bottle/product image + direct image URL","https://barrettfragrances.com/products/celestial-inspired-by-stellar-times","FACTORY_REBUILD_FROM_CANONICAL_TRUTH",""
"617","Barrett Fragrances","Celestial Inspired by Stellar Times","Extrait de Parfum","Exact bottle/product image + direct image URL","https://barrettfragrances.com/products/celestial-inspired-by-stellar-times","FACTORY_REBUILD_FROM_CANONICAL_TRUTH",""
"618","Barrett Fragrances","Cendre De Nuit inspired by Gris Charnel","Extrait de Parfum","Exact bottle/product image + direct image URL","https://barrettfragrances.com/products/cendre-de-nuit-inspired-by-gris-charnel","FACTORY_REBUILD_FROM_CANONICAL_TRUTH",""
"619","Barrett Fragrances","Cherry Fields inspired by Lost Cherry & Naxos","Extrait de Parfum","Exact bottle/product image + direct image URL","https://barrettfragrances.com/products/cherry-fields-inspired-by-lost-cherry-naxos","FACTORY_REBUILD_FROM_CANONICAL_TRUTH",""
"620","Barrett Fragrances","Chimera inspired by Centaurus","Extrait de Parfum","Exact bottle/product image + direct image URL","https://barrettfragrances.com/products/chimera-inspired-by-centaurus","FACTORY_REBUILD_FROM_CANONICAL_TRUTH",""
"621","Barrett Fragrances","Chocolate Symphony inspired by Chocolate Greedy","Extrait de Parfum","Exact bottle/product image + direct image URL","https://barrettfragrances.com/products/chocolate-symphony-inspired-by-chocolate-greedy","FACTORY_REBUILD_FROM_CANONICAL_TRUTH",""
"622","Barrett Fragrances","Citrus Mistress inspired by Tangerine Boy","Extrait de Parfum","Exact bottle/product image + direct image URL","https://barrettfragrances.com/products/citrus-mistress-inspired-by-tangerine-boy","FACTORY_REBUILD_FROM_CANONICAL_TRUTH",""
"623","Barrett Fragrances","Clean Cut inspired by At The Barber's","Extrait de Parfum","Exact bottle/product image + direct image URL","https://barrettfragrances.com/products/clean-cut-inspired-by-at-the-barbers","FACTORY_REBUILD_FROM_CANONICAL_TRUTH",""
"624","Barrett Fragrances","Cmacs Fire inspired by God of Fire","Extrait de Parfum","Exact bottle/product image + direct image URL","https://barrettfragrances.com/products/cmacs-fire-inspired-by-god-of-fire","FACTORY_REBUILD_FROM_CANONICAL_TRUTH",""
"625","Barrett Fragrances","Coconut Cream Dream inspired by Moonlight In Heaven","Extrait de Parfum","Exact bottle/product image + direct image URL","https://barrettfragrances.com/products/coconut-cream-dream-inspired-by-utopia-vanilla-coco-21","FACTORY_REBUILD_FROM_CANONICAL_TRUTH",""
"626","Barrett Fragrances","Coffeehouse Couture inspired by New Haarlem","Extrait de Parfum","Exact bottle/product image + direct image URL","https://barrettfragrances.com/products/coffeehouse-colture-inspired-by-new-haarlem","FACTORY_REBUILD_FROM_CANONICAL_TRUTH",""
"627","Barrett Fragrances","Conquest inspired by Checkmate","Extrait de Parfum","Exact bottle/product image + direct image URL","https://barrettfragrances.com/products/conquest-inspired-by-checkmate","FACTORY_REBUILD_FROM_CANONICAL_TRUTH",""
"628","Barrett Fragrances","Crazy In Love Inspired by Psychedelic Love","Extrait de Parfum","Exact bottle/product image + direct image URL","https://barrettfragrances.com/products/crazy-in-love-inspired-by-psychedelic-love","FACTORY_REBUILD_FROM_CANONICAL_TRUTH",""
"629","Barrett Fragrances","Crescendo Man inspired by Lyric Man","Extrait de Parfum","Exact bottle/product image + direct image URL","https://barrettfragrances.com/products/crescendo-man-inspired-by-lyric-man","FACTORY_REBUILD_FROM_CANONICAL_TRUTH",""
"630","Barrett Fragrances","Crimson Lightning inspired by Electric Cherry","Extrait de Parfum","Exact bottle/product image + direct image URL","https://barrettfragrances.com/products/crimson-lightning-inspired-by-electric-cherry","FACTORY_REBUILD_FROM_CANONICAL_TRUTH",""
"631","Barrett Fragrances","Crown And Abyss inspired by The World According to Arthur","Extrait de Parfum","Exact bottle/product image + direct image URL","https://barrettfragrances.com/products/crown-and-abyss-inspired-by-the-world-according-to-arthur","FACTORY_REBUILD_FROM_CANONICAL_TRUTH",""
"632","Barrett Fragrances","Daddy Inspired by Ombre Leather","Extrait de Parfum","Exact bottle/product image + direct image URL","https://barrettfragrances.com/products/daddy","FACTORY_REBUILD_FROM_CANONICAL_TRUTH",""
"633","Barrett Fragrances","Dark Apparition Inspired by Black Phantom","Extrait de Parfum","Exact bottle/product image + direct image URL","https://barrettfragrances.com/products/dark-apparition","FACTORY_REBUILD_FROM_CANONICAL_TRUTH",""
"634","Barrett Fragrances","Dark Cherry Inspired by Lost Cherry","Extrait de Parfum","Exact bottle/product image + direct image URL","https://barrettfragrances.com/products/dark-cherry","FACTORY_REBUILD_FROM_CANONICAL_TRUTH",""
"635","Barrett Fragrances","Deprees Radcliff inspired by Roaring Radcliff","Extrait de Parfum","Exact bottle/product image + direct image URL","https://barrettfragrances.com/products/duprees-radcliff-inspired-by-roaring-radcliff","FACTORY_REBUILD_FROM_CANONICAL_TRUTH",""
"636","Barrett Fragrances","Divine Brandy inspired by Apple Brandy On The Rocks & Angels Share","Extrait de Parfum","Exact bottle/product image + direct image URL","https://barrettfragrances.com/products/divine-brandy-inspired-by-apple-brandy-on-the-rocks-angels-share","FACTORY_REBUILD_FROM_CANONICAL_TRUTH",""
"637","Barrett Fragrances","Divine Intervention Inspired by Angels Share","Extrait de Parfum","Exact bottle/product image + direct image URL","https://barrettfragrances.com/products/divine-intervention","FACTORY_REBUILD_FROM_CANONICAL_TRUTH",""
"638","Barrett Fragrances","Divine Paradis inspired by Angel Share Paradis","Extrait de Parfum","Exact bottle/product image + direct image URL","https://barrettfragrances.com/products/divine-paradis-inspired-by-angel-share-paradis","FACTORY_REBUILD_FROM_CANONICAL_TRUTH",""
"639","Barrett Fragrances","Doc D' Argent inspired by Fougère d’Argent","Extrait de Parfum","Exact bottle/product image + direct image URL","https://barrettfragrances.com/products/doc-d-argent-inspired-by-fougere-d-argent","FACTORY_REBUILD_FROM_CANONICAL_TRUTH",""
"640","Barrett Fragrances","Douglas Inspired by Father Figure","Extrait de Parfum","Exact bottle/product image + direct image URL","https://barrettfragrances.com/products/doulas-inspired-by-father-figure","FACTORY_REBUILD_FROM_CANONICAL_TRUTH",""
"641","Barrett Fragrances","Dreammallow inspired by Yum Boujee Marshmallow 81","Extrait de Parfum","Exact bottle/product image + direct image URL","https://barrettfragrances.com/products/dreammallow-inspired-by-yum-boujee-marshmallow-81","FACTORY_REBUILD_FROM_CANONICAL_TRUTH",""
"642","Barrett Fragrances","Dreamweaver inspired by Imagination","Extrait de Parfum","Exact bottle/product image + direct image URL","https://barrettfragrances.com/products/dreamweaver-inspired-by-imagination","FACTORY_REBUILD_FROM_CANONICAL_TRUTH",""
"643","Barrett Fragrances","Dusky Petal inspired by Halfeti","Extrait de Parfum","Exact bottle/product image + direct image URL","https://barrettfragrances.com/products/dusky-petal-inspired-by-halfeti","FACTORY_REBUILD_FROM_CANONICAL_TRUTH",""
"644","Barrett Fragrances","Electric Sky inspired by Orage","Extrait de Parfum","Exact bottle/product image + direct image URL","https://barrettfragrances.com/products/electric-sky-inspired-by-orage","FACTORY_REBUILD_FROM_CANONICAL_TRUTH",""
"645","Barrett Fragrances","Elixir d' Millionaire inspired by One Million Elixir","Extrait de Parfum","Exact bottle/product image + direct image URL","https://barrettfragrances.com/products/elixir-d-millionaire","FACTORY_REBUILD_FROM_CANONICAL_TRUTH",""
"646","Barrett Fragrances","Ely's Elation inspired by Happy 1999","Extrait de Parfum","Exact bottle/product image + direct image URL","https://barrettfragrances.com/products/elys-elation-inspired-by-happy-for-men-1999","FACTORY_REBUILD_FROM_CANONICAL_TRUTH",""
"647","Barrett Fragrances","Enchoku inspired by Plum Japonais","Extrait de Parfum","Exact bottle/product image + direct image URL","https://barrettfragrances.com/products/enchoku-inspired-by-plum-japonais","FACTORY_REBUILD_FROM_CANONICAL_TRUTH",""
"648","Barrett Fragrances","Eternal Dusk Inspired by Endymion","Extrait de Parfum","Exact bottle/product image + direct image URL","https://barrettfragrances.com/products/eternal-dusk-inspired-by-endymion","FACTORY_REBUILD_FROM_CANONICAL_TRUTH",""
"649","Barrett Fragrances","Ethereal Mist inspired by Enigma","Extrait de Parfum","Exact bottle/product image + direct image URL","https://barrettfragrances.com/products/ethereal-mist-inspired-by-enigma","FACTORY_REBUILD_FROM_CANONICAL_TRUTH",""
"650","Barrett Fragrances","Euphoric Mist Femme inspired by Scent Of Peace","Extrait de Parfum","Exact bottle/product image + direct image URL","https://barrettfragrances.com/products/euphoric-mist-femme-inspired-by-scent-of-peace-for-her","FACTORY_REBUILD_FROM_CANONICAL_TRUTH",""
"651","Barrett Fragrances","Euphoric Mist inspired by Scent Of Peace","Extrait de Parfum","Exact bottle/product image + direct image URL","https://barrettfragrances.com/products/euphoric-mist-inspired-by-scent-of-peace","FACTORY_REBUILD_FROM_CANONICAL_TRUTH",""
"652","Barrett Fragrances","F Bomb Inspired by F*cking Fabulous","Extrait de Parfum","Exact bottle/product image + direct image URL","https://barrettfragrances.com/products/f-bomb","FACTORY_REBUILD_FROM_CANONICAL_TRUTH",""
"653","Barrett Fragrances","Feu Noir inspired by Ebene Fume","Extrait de Parfum","Exact bottle/product image + direct image URL","https://barrettfragrances.com/products/feu-noir-inspired-by-ebene-fume","FACTORY_REBUILD_FROM_CANONICAL_TRUTH",""
"654","Barrett Fragrances","Fields Of Valhalla inspired by Aventus and Naxos","Extrait de Parfum","Exact bottle/product image + direct image URL","https://barrettfragrances.com/products/fields-of-valhalla-inspired-by-aventus-and-honey-fields","FACTORY_REBUILD_FROM_CANONICAL_TRUTH",""
"655","Barrett Fragrances","Fire and Ice inspired by Fahrenheit 1988","Extrait de Parfum","Exact bottle/product image + direct image URL","https://barrettfragrances.com/products/fire-and-ice-inspired-by-fahrenheit","FACTORY_REBUILD_FROM_CANONICAL_TRUTH",""
"656","Barrett Fragrances","Forbidden Apple inspired by Eden Juicy Apple 01","Extrait de Parfum","Exact bottle/product image + direct image URL","https://barrettfragrances.com/products/forbidden-apple-inspired-by-eden-juicy-apple-01","FACTORY_REBUILD_FROM_CANONICAL_TRUTH",""
"657","Barrett Fragrances","Forever Vanille inspired by Sublime Vanille","Extrait de Parfum","Exact bottle/product image + direct image URL","https://barrettfragrances.com/products/forever-vanille-inspired-by-sublime-vanille","FACTORY_REBUILD_FROM_CANONICAL_TRUTH",""
"658","Barrett Fragrances","Frozen Steel Inspired by Ganymede","Fragrance","Exact bottle/product image + direct image URL","https://barrettfragrances.com/products/frozen-steel-inspired-by-ganymede","FACTORY_REBUILD_FROM_CANONICAL_TRUTH",""
"659","Barrett Fragrances","Gentlehomme inspired by Haltane","Extrait de Parfum","Exact bottle/product image + direct image URL","https://barrettfragrances.com/products/gentlehomme-inspired-by-haltane","FACTORY_REBUILD_FROM_CANONICAL_TRUTH",""
"660","Barrett Fragrances","Gentleman's Club Inspired by Bois Du Portigal","Extrait de Parfum","Exact bottle/product image + direct image URL","https://barrettfragrances.com/products/gentlemans","FACTORY_REBUILD_FROM_CANONICAL_TRUTH",""
"661","Barrett Fragrances","Gladiator Inspired by Elysium","Extrait de Parfum","Exact bottle/product image + direct image URL","https://barrettfragrances.com/products/gladiator","FACTORY_REBUILD_FROM_CANONICAL_TRUTH",""
"662","Barrett Fragrances","Gladiator Intense inspired by Elysium Eau Intense","Extrait de Parfum","Exact bottle/product image + direct image URL","https://barrettfragrances.com/products/gladiator-intense-inspired-by-elysium-eau-intense","FACTORY_REBUILD_FROM_CANONICAL_TRUTH",""
"663","Barrett Fragrances","Gladiator Of Valhalla inspired by Aventus and Elysium","Extrait de Parfum","Exact bottle/product image + direct image URL","https://barrettfragrances.com/products/gladiator-of-valhalla-inspired-by-aventus-and-elysium","FACTORY_REBUILD_FROM_CANONICAL_TRUTH",""
"664","Barrett Fragrances","Godsmoke inspired by Oud For Greatness","Extrait de Parfum","Exact bottle/product image + direct image URL","https://barrettfragrances.com/products/godsmoke-inspired-by-oud-for-greatness","FACTORY_REBUILD_FROM_CANONICAL_TRUTH",""
"665","Barrett Fragrances","Green Hills Inspired by Green Irish Tweed","Extrait de Parfum","Exact bottle/product image + direct image URL","https://barrettfragrances.com/products/green-hills","FACTORY_REBUILD_FROM_CANONICAL_TRUTH",""
"666","Barrett Fragrances","Grounds Of Valhalla inspired by Aventus And Ani","Extrait de Parfum","Exact bottle/product image + direct image URL","https://barrettfragrances.com/products/grounds-of-valhalla-inspired-by-aventus-and-ani","FACTORY_REBUILD_FROM_CANONICAL_TRUTH",""
"667","Barrett Fragrances","Harmony inspired by Symphony","Extrait de Parfum","Exact bottle/product image + direct image URL","https://barrettfragrances.com/products/harmony-inspired-by-symphony","FACTORY_REBUILD_FROM_CANONICAL_TRUTH",""
"668","Barrett Fragrances","High Ground Inspired by Ani","Extrait de Parfum","Exact bottle/product image + direct image URL","https://barrettfragrances.com/products/high-ground","FACTORY_REBUILD_FROM_CANONICAL_TRUTH",""
"669","Barrett Fragrances","Hollywood inspired by California Dream","Extrait de Parfum","Exact bottle/product image + direct image URL","https://barrettfragrances.com/products/hollywood-inspired-by-city-of-stars","FACTORY_REBUILD_FROM_CANONICAL_TRUTH",""
"670","Barrett Fragrances","Hombre Ideal inspired by L'homme Ideal","Extrait de Parfum","Exact bottle/product image + direct image URL","https://barrettfragrances.com/products/hombre-ideal-inspired-by-lhomme-ideal","FACTORY_REBUILD_FROM_CANONICAL_TRUTH",""
"671","Barrett Fragrances","Honey Fields Inspired by Naxos","Extrait de Parfum","Exact bottle/product image + direct image URL","https://barrettfragrances.com/products/honey-fields","FACTORY_REBUILD_FROM_CANONICAL_TRUTH",""
"672","Barrett Fragrances","I'moore inspred by l'homme","Extrait de Parfum","Exact bottle/product image + direct image URL","https://barrettfragrances.com/products/lmoore-isnored-by-lhomme","FACTORY_REBUILD_FROM_CANONICAL_TRUTH",""
"673","Barrett Fragrances","Iced Vanilla Dream inspired by Vanilla 28 and Ganymede","Extrait de Parfum","Exact bottle/product image + direct image URL","https://barrettfragrances.com/products/iced-vanilla-dream-inspired-by-vanilla-28-and-ganymede","FACTORY_REBUILD_FROM_CANONICAL_TRUTH",""
"674","Barrett Fragrances","Ignition inspired by Fan Your Flames","Extrait de Parfum","Exact bottle/product image + direct image URL","https://barrettfragrances.com/products/ignition-inspired-by-fan-your-flames","FACTORY_REBUILD_FROM_CANONICAL_TRUTH",""
"675","Barrett Fragrances","Incendiary Extreme inspired by Spice Bomb Extreme","Extrait de Parfum","Exact bottle/product image + direct image URL","https://barrettfragrances.com/products/incendiary-extreme-inspired-by-spice-bomb-extreme","FACTORY_REBUILD_FROM_CANONICAL_TRUTH",""
"676","Barrett Fragrances","Incendiary inspired by Spicebomb 2012","Extrait de Parfum","Exact bottle/product image + direct image URL","https://barrettfragrances.com/products/incendiary-inspired-by-spicebomb-2012","FACTORY_REBUILD_FROM_CANONICAL_TRUTH",""
"677","Barrett Fragrances","Incendiary Revival inspired by Spicebomb Extreme & Rehab","Extrait de Parfum","Exact bottle/product image + direct image URL","https://barrettfragrances.com/products/incendiary-revival-inspired-by-spicebomb-extreme-rehab","FACTORY_REBUILD_FROM_CANONICAL_TRUTH",""
"678","Barrett Fragrances","Inebriated inspired by Intoxicated","Extrait de Parfum","Exact bottle/product image + direct image URL","https://barrettfragrances.com/products/inebriated-inspired-by-intoxicated","FACTORY_REBUILD_FROM_CANONICAL_TRUTH",""
"679","Barrett Fragrances","Intricate Oud inspired by Agarwood Collection Intricate","Extrait de Parfum","Exact bottle/product image + direct image URL","https://barrettfragrances.com/products/intricate-oud-inspired-by-agarwood-collection-intricate","FACTORY_REBUILD_FROM_CANONICAL_TRUTH",""
"680","Barrett Fragrances","Iris Horizon inspired by Homme Intense","Extrait de Parfum","Exact bottle/product image + direct image URL","https://barrettfragrances.com/products/iris-horizon-inspired-by-homme-intense","FACTORY_REBUILD_FROM_CANONICAL_TRUTH",""
"681","Barrett Fragrances","Ironclad inspired by Duro","Extrait de Parfum","Exact bottle/product image + direct image URL","https://barrettfragrances.com/products/ironclad-inspired-by-duro","FACTORY_REBUILD_FROM_CANONICAL_TRUTH",""
